filepath,modality,channel,emotion,intensity,statement,repetition,actor,gender,label
../data/Actor_09\03-02-05-01-01-02-09.wav,3,2,5,1,1,2,9,male,angry
../data/Actor_09\03-02-05-01-02-01-09.wav,3,2,5,1,2,1,9,male,angry
../data/Actor_09\03-02-05-01-02-02-09.wav,3,2,5,1,2,2,9,male,angry
../data/Actor_09\03-02-05-02-01-01-09.wav,3,2,5,2,1,1,9,male,angry
../data/Actor_09\03-02-05-02-01-02-09.wav,3,2,5,2,1,2,9,male,angry
../data/Actor_09\03-02-05-02-02-01-09.wav,3,2,5,2,2,1,9,male,angry
../data/Actor_09\03-02-05-02-02-02-09.wav,3,2,5,2,2,2,9,male,angry
../data/Actor_09\03-02-06-01-01-01-09.wav,3,2,6,1,1,1,9,male,fearful
../data/Actor_09\03-02-06-01-01-02-09.wav,3,2,6,1,1,2,9,male,fearful
../data/Actor_09\03-02-06-01-02-01-09.wav,3,2,6,1,2,1,9,male,fearful
../data/Actor_09\03-02-06-01-02-02-09.wav,3,2,6,1,2,2,9,male,fearful
../data/Actor_09\03-02-06-02-01-01-09.wav,3,2,6,2,1,1,9,male,fearful
../data/Actor_09\03-02-06-02-01-02-09.wav,3,2,6,2,1,2,9,male,fearful
../data/Actor_09\03-02-06-02-02-01-09.wav,3,2,6,2,2,1,9,male,fearful
../data/Actor_09\03-02-06-02-02-02-09.wav,3,2,6,2,2,2,9,male,fearful
../data/Actor_10\03-01-01-01-01-01-10.wav,3,1,1,1,1,1,10,female,neutral
../data/Actor_10\03-01-01-01-01-02-10.wav,3,1,1,1,1,2,10,female,neutral
../data/Actor_10\03-01-01-01-02-01-10.wav,3,1,1,1,2,1,10,female,neutral
../data/Actor_10\03-01-01-01-02-02-10.wav,3,1,1,1,2,2,10,female,neutral
../data/Actor_10\03-01-02-01-01-01-10.wav,3,1,2,1,1,1,10,female,calm
../data/Actor_10\03-01-02-01-01-02-10.wav,3,1,2,1,1,2,10,female,calm
../data/Actor_10\03-01-02-01-02-01-10.wav,3,1,2,1,2,1,10,female,calm
../data/Actor_10\03-01-02-01-02-02-10.wav,3,1,2,1,2,2,10,female,calm
../data/Actor_10\03-01-02-02-01-01-10.wav,3,1,2,2,1,1,10,female,calm
../data/Actor_10\03-01-02-02-01-02-10.wav,3,1,2,2,1,2,10,female,calm
../data/Actor_10\03-01-02-02-02-01-10.wav,3,1,2,2,2,1,10,female,calm
../data/Actor_10\03-01-02-02-02-02-10.wav,3,1,2,2,2,2,10,female,calm
../data/Actor_10\03-01-03-01-01-01-10.wav,3,1,3,1,1,1,10,female,happy
../data/Actor_10\03-01-03-01-01-02-10.wav,3,1,3,1,1,2,10,female,happy
../data/Actor_10\03-01-03-01-02-01-10.wav,3,1,3,1,2,1,10,female,happy
../data/Actor_10\03-01-03-01-02-02-10.wav,3,1,3,1,2,2,10,female,happy
../data/Actor_10\03-01-03-02-01-01-10.wav,3,1,3,2,1,1,10,female,happy
../data/Actor_10\03-01-03-02-01-02-10.wav,3,1,3,2,1,2,10,female,happy
../data/Actor_10\03-01-03-02-02-01-10.wav,3,1,3,2,2,1,10,female,happy
../data/Actor_10\03-01-03-02-02-02-10.wav,3,1,3,2,2,2,10,female,happy
../data/Actor_10\03-01-04-01-01-01-10.wav,3,1,4,1,1,1,10,female,sad
../data/Actor_10\03-01-04-01-01-02-10.wav,3,1,4,1,1,2,10,female,sad
../data/Actor_10\03-01-04-01-02-01-10.wav,3,1,4,1,2,1,10,female,sad
../data/Actor_10\03-01-04-01-02-02-10.wav,3,1,4,1,2,2,10,female,sad
../data/Actor_10\03-01-04-02-01-01-10.wav,3,1,4,2,1,1,10,female,sad
../data/Actor_10\03-01-04-02-01-02-10.wav,3,1,4,2,1,2,10,female,sad
../data/Actor_10\03-01-04-02-02-01-10.wav,3,1,4,2,2,1,10,female,sad
../data/Actor_10\03-01-04-02-02-02-10.wav,3,1,4,2,2,2,10,female,sad
../data/Actor_10\03-01-05-01-01-01-10.wav,3,1,5,1,1,1,10,female,angry
../data/Actor_10\03-01-05-01-01-02-10.wav,3,1,5,1,1,2,10,female,angry
../data/Actor_10\03-01-05-01-02-01-10.wav,3,1,5,1,2,1,10,female,angry
../data/Actor_10\03-01-05-01-02-02-10.wav,3,1,5,1,2,2,10,female,angry
../data/Actor_10\03-01-05-02-01-01-10.wav,3,1,5,2,1,1,10,female,angry
../data/Actor_10\03-01-05-02-01-02-10.wav,3,1,5,2,1,2,10,female,angry
../data/Actor_10\03-01-05-02-02-01-10.wav,3,1,5,2,2,1,10,female,angry
../data/Actor_10\03-01-05-02-02-02-10.wav,3,1,5,2,2,2,10,female,angry
../data/Actor_10\03-01-06-01-01-01-10.wav,3,1,6,1,1,1,10,female,fearful
../data/Actor_10\03-01-06-01-01-02-10.wav,3,1,6,1,1,2,10,female,fearful
../data/Actor_10\03-01-06-01-02-01-10.wav,3,1,6,1,2,1,10,female,fearful
../data/Actor_10\03-01-06-01-02-02-10.wav,3,1,6,1,2,2,10,female,fearful
../data/Actor_10\03-01-06-02-01-01-10.wav,3,1,6,2,1,1,10,female,fearful
../data/Actor_10\03-01-06-02-01-02-10.wav,3,1,6,2,1,2,10,female,fearful
../data/Actor_10\03-01-06-02-02-01-10.wav,3,1,6,2,2,1,10,female,fearful
../data/Actor_10\03-01-06-02-02-02-10.wav,3,1,6,2,2,2,10,female,fearful
../data/Actor_10\03-01-07-01-01-01-10.wav,3,1,7,1,1,1,10,female,disgust
../data/Actor_10\03-01-07-01-01-02-10.wav,3,1,7,1,1,2,10,female,disgust
../data/Actor_10\03-01-07-01-02-01-10.wav,3,1,7,1,2,1,10,female,disgust
../data/Actor_10\03-01-07-01-02-02-10.wav,3,1,7,1,2,2,10,female,disgust
../data/Actor_10\03-01-07-02-01-01-10.wav,3,1,7,2,1,1,10,female,disgust
../data/Actor_10\03-01-07-02-01-02-10.wav,3,1,7,2,1,2,10,female,disgust
../data/Actor_10\03-01-07-02-02-01-10.wav,3,1,7,2,2,1,10,female,disgust
../data/Actor_10\03-01-07-02-02-02-10.wav,3,1,7,2,2,2,10,female,disgust
../data/Actor_10\03-01-08-01-01-01-10.wav,3,1,8,1,1,1,10,female,surprised
../data/Actor_10\03-01-08-01-01-02-10.wav,3,1,8,1,1,2,10,female,surprised
../data/Actor_10\03-01-08-01-02-01-10.wav,3,1,8,1,2,1,10,female,surprised
../data/Actor_10\03-01-08-01-02-02-10.wav,3,1,8,1,2,2,10,female,surprised
../data/Actor_10\03-01-08-02-01-01-10.wav,3,1,8,2,1,1,10,female,surprised
../data/Actor_10\03-01-08-02-01-02-10.wav,3,1,8,2,1,2,10,female,surprised
../data/Actor_10\03-01-08-02-02-01-10.wav,3,1,8,2,2,1,10,female,surprised
../data/Actor_10\03-01-08-02-02-02-10.wav,3,1,8,2,2,2,10,female,surprised
../data/Actor_10\03-02-01-01-01-01-10.wav,3,2,1,1,1,1,10,female,neutral
../data/Actor_10\03-02-01-01-01-02-10.wav,3,2,1,1,1,2,10,female,neutral
../data/Actor_10\03-02-01-01-02-01-10.wav,3,2,1,1,2,1,10,female,neutral
../data/Actor_10\03-02-01-01-02-02-10.wav,3,2,1,1,2,2,10,female,neutral
../data/Actor_10\03-02-02-01-01-01-10.wav,3,2,2,1,1,1,10,female,calm
../data/Actor_10\03-02-02-01-01-02-10.wav,3,2,2,1,1,2,10,female,calm
../data/Actor_10\03-02-02-01-02-01-10.wav,3,2,2,1,2,1,10,female,calm
../data/Actor_10\03-02-02-01-02-02-10.wav,3,2,2,1,2,2,10,female,calm
../data/Actor_10\03-02-02-02-01-01-10.wav,3,2,2,2,1,1,10,female,calm
../data/Actor_10\03-02-02-02-01-02-10.wav,3,2,2,2,1,2,10,female,calm
../data/Actor_10\03-02-02-02-02-01-10.wav,3,2,2,2,2,1,10,female,calm
../data/Actor_10\03-02-02-02-02-02-10.wav,3,2,2,2,2,2,10,female,calm
../data/Actor_10\03-02-03-01-01-01-10.wav,3,2,3,1,1,1,10,female,happy
../data/Actor_10\03-02-03-01-01-02-10.wav,3,2,3,1,1,2,10,female,happy
../data/Actor_10\03-02-03-01-02-01-10.wav,3,2,3,1,2,1,10,female,happy
../data/Actor_10\03-02-03-01-02-02-10.wav,3,2,3,1,2,2,10,female,happy
../data/Actor_10\03-02-03-02-01-01-10.wav,3,2,3,2,1,1,10,female,happy
../data/Actor_10\03-02-03-02-01-02-10.wav,3,2,3,2,1,2,10,female,happy
../data/Actor_10\03-02-03-02-02-01-10.wav,3,2,3,2,2,1,10,female,happy
../data/Actor_10\03-02-03-02-02-02-10.wav,3,2,3,2,2,2,10,female,happy
../data/Actor_10\03-02-04-01-01-01-10.wav,3,2,4,1,1,1,10,female,sad
../data/Actor_10\03-02-04-01-01-02-10.wav,3,2,4,1,1,2,10,female,sad
../data/Actor_10\03-02-04-01-02-01-10.wav,3,2,4,1,2,1,10,female,sad
../data/Actor_10\03-02-04-01-02-02-10.wav,3,2,4,1,2,2,10,female,sad
../data/Actor_10\03-02-04-02-01-01-10.wav,3,2,4,2,1,1,10,female,sad
../data/Actor_10\03-02-04-02-01-02-10.wav,3,2,4,2,1,2,10,female,sad
../data/Actor_10\03-02-04-02-02-01-10.wav,3,2,4,2,2,1,10,female,sad
../data/Actor_10\03-02-04-02-02-02-10.wav,3,2,4,2,2,2,10,female,sad
../data/Actor_10\03-02-05-01-01-01-10.wav,3,2,5,1,1,1,10,female,angry
../data/Actor_10\03-02-05-01-01-02-10.wav,3,2,5,1,1,2,10,female,angry
../data/Actor_10\03-02-05-01-02-01-10.wav,3,2,5,1,2,1,10,female,angry
../data/Actor_10\03-02-05-01-02-02-10.wav,3,2,5,1,2,2,10,female,angry
../data/Actor_10\03-02-05-02-01-01-10.wav,3,2,5,2,1,1,10,female,angry
../data/Actor_10\03-02-05-02-01-02-10.wav,3,2,5,2,1,2,10,female,angry
../data/Actor_10\03-02-05-02-02-01-10.wav,3,2,5,2,2,1,10,female,angry
../data/Actor_10\03-02-05-02-02-02-10.wav,3,2,5,2,2,2,10,female,angry
../data/Actor_10\03-02-06-01-01-01-10.wav,3,2,6,1,1,1,10,female,fearful
../data/Actor_10\03-02-06-01-01-02-10.wav,3,2,6,1,1,2,10,female,fearful
../data/Actor_10\03-02-06-01-02-01-10.wav,3,2,6,1,2,1,10,female,fearful
../data/Actor_10\03-02-06-01-02-02-10.wav,3,2,6,1,2,2,10,female,fearful
../data/Actor_10\03-02-06-02-01-01-10.wav,3,2,6,2,1,1,10,female,fearful
../data/Actor_10\03-02-06-02-01-02-10.wav,3,2,6,2,1,2,10,female,fearful
../data/Actor_10\03-02-06-02-02-01-10.wav,3,2,6,2,2,1,10,female,fearful
../data/Actor_10\03-02-06-02-02-02-10.wav,3,2,6,2,2,2,10,female,fearful
../data/Actor_11\03-01-01-01-01-01-11.wav,3,1,1,1,1,1,11,male,neutral
../data/Actor_11\03-01-01-01-01-02-11.wav,3,1,1,1,1,2,11,male,neutral
../data/Actor_11\03-01-01-01-02-01-11.wav,3,1,1,1,2,1,11,male,neutral
../data/Actor_11\03-01-01-01-02-02-11.wav,3,1,1,1,2,2,11,male,neutral
../data/Actor_11\03-01-02-01-01-01-11.wav,3,1,2,1,1,1,11,male,calm
../data/Actor_11\03-01-02-01-01-02-11.wav,3,1,2,1,1,2,11,male,calm
../data/Actor_11\03-01-02-01-02-01-11.wav,3,1,2,1,2,1,11,male,calm
../data/Actor_11\03-01-02-01-02-02-11.wav,3,1,2,1,2,2,11,male,calm
../data/Actor_11\03-01-02-02-01-01-11.wav,3,1,2,2,1,1,11,male,calm
../data/Actor_11\03-01-02-02-01-02-11.wav,3,1,2,2,1,2,11,male,calm
../data/Actor_11\03-01-02-02-02-01-11.wav,3,1,2,2,2,1,11,male,calm
../data/Actor_11\03-01-02-02-02-02-11.wav,3,1,2,2,2,2,11,male,calm
../data/Actor_11\03-01-03-01-01-01-11.wav,3,1,3,1,1,1,11,male,happy
../data/Actor_11\03-01-03-01-01-02-11.wav,3,1,3,1,1,2,11,male,happy
../data/Actor_11\03-01-03-01-02-01-11.wav,3,1,3,1,2,1,11,male,happy
../data/Actor_11\03-01-03-01-02-02-11.wav,3,1,3,1,2,2,11,male,happy
../data/Actor_11\03-01-03-02-01-01-11.wav,3,1,3,2,1,1,11,male,happy
../data/Actor_11\03-01-03-02-01-02-11.wav,3,1,3,2,1,2,11,male,happy
../data/Actor_11\03-01-03-02-02-01-11.wav,3,1,3,2,2,1,11,male,happy
../data/Actor_11\03-01-03-02-02-02-11.wav,3,1,3,2,2,2,11,male,happy
../data/Actor_11\03-01-04-01-01-01-11.wav,3,1,4,1,1,1,11,male,sad
../data/Actor_11\03-01-04-01-01-02-11.wav,3,1,4,1,1,2,11,male,sad
../data/Actor_11\03-01-04-01-02-01-11.wav,3,1,4,1,2,1,11,male,sad
../data/Actor_11\03-01-04-01-02-02-11.wav,3,1,4,1,2,2,11,male,sad
../data/Actor_11\03-01-04-02-01-01-11.wav,3,1,4,2,1,1,11,male,sad
../data/Actor_11\03-01-04-02-01-02-11.wav,3,1,4,2,1,2,11,male,sad
../data/Actor_11\03-01-04-02-02-01-11.wav,3,1,4,2,2,1,11,male,sad
../data/Actor_11\03-01-04-02-02-02-11.wav,3,1,4,2,2,2,11,male,sad
../data/Actor_11\03-01-05-01-01-01-11.wav,3,1,5,1,1,1,11,male,angry
../data/Actor_11\03-01-05-01-01-02-11.wav,3,1,5,1,1,2,11,male,angry
../data/Actor_11\03-01-05-01-02-01-11.wav,3,1,5,1,2,1,11,male,angry
../data/Actor_11\03-01-05-01-02-02-11.wav,3,1,5,1,2,2,11,male,angry
../data/Actor_11\03-01-05-02-01-01-11.wav,3,1,5,2,1,1,11,male,angry
../data/Actor_11\03-01-05-02-01-02-11.wav,3,1,5,2,1,2,11,male,angry
../data/Actor_11\03-01-05-02-02-01-11.wav,3,1,5,2,2,1,11,male,angry
../data/Actor_11\03-01-05-02-02-02-11.wav,3,1,5,2,2,2,11,male,angry
../data/Actor_11\03-01-06-01-01-01-11.wav,3,1,6,1,1,1,11,male,fearful
../data/Actor_11\03-01-06-01-01-02-11.wav,3,1,6,1,1,2,11,male,fearful
../data/Actor_11\03-01-06-01-02-01-11.wav,3,1,6,1,2,1,11,male,fearful
../data/Actor_11\03-01-06-01-02-02-11.wav,3,1,6,1,2,2,11,male,fearful
../data/Actor_11\03-01-06-02-01-01-11.wav,3,1,6,2,1,1,11,male,fearful
../data/Actor_11\03-01-06-02-01-02-11.wav,3,1,6,2,1,2,11,male,fearful
../data/Actor_11\03-01-06-02-02-01-11.wav,3,1,6,2,2,1,11,male,fearful
../data/Actor_11\03-01-06-02-02-02-11.wav,3,1,6,2,2,2,11,male,fearful
../data/Actor_11\03-01-07-01-01-01-11.wav,3,1,7,1,1,1,11,male,disgust
../data/Actor_11\03-01-07-01-01-02-11.wav,3,1,7,1,1,2,11,male,disgust
../data/Actor_11\03-01-07-01-02-01-11.wav,3,1,7,1,2,1,11,male,disgust
../data/Actor_11\03-01-07-01-02-02-11.wav,3,1,7,1,2,2,11,male,disgust
../data/Actor_11\03-01-07-02-01-01-11.wav,3,1,7,2,1,1,11,male,disgust
../data/Actor_11\03-01-07-02-01-02-11.wav,3,1,7,2,1,2,11,male,disgust
../data/Actor_11\03-01-07-02-02-01-11.wav,3,1,7,2,2,1,11,male,disgust
../data/Actor_11\03-01-07-02-02-02-11.wav,3,1,7,2,2,2,11,male,disgust
../data/Actor_11\03-01-08-01-01-01-11.wav,3,1,8,1,1,1,11,male,surprised
../data/Actor_11\03-01-08-01-01-02-11.wav,3,1,8,1,1,2,11,male,surprised
../data/Actor_11\03-01-08-01-02-01-11.wav,3,1,8,1,2,1,11,male,surprised
../data/Actor_11\03-01-08-01-02-02-11.wav,3,1,8,1,2,2,11,male,surprised
../data/Actor_11\03-01-08-02-01-01-11.wav,3,1,8,2,1,1,11,male,surprised
../data/Actor_11\03-01-08-02-01-02-11.wav,3,1,8,2,1,2,11,male,surprised
../data/Actor_11\03-01-08-02-02-01-11.wav,3,1,8,2,2,1,11,male,surprised
../data/Actor_11\03-01-08-02-02-02-11.wav,3,1,8,2,2,2,11,male,surprised
../data/Actor_11\03-02-01-01-01-01-11.wav,3,2,1,1,1,1,11,male,neutral
../data/Actor_11\03-02-01-01-01-02-11.wav,3,2,1,1,1,2,11,male,neutral
../data/Actor_11\03-02-01-01-02-01-11.wav,3,2,1,1,2,1,11,male,neutral
../data/Actor_11\03-02-01-01-02-02-11.wav,3,2,1,1,2,2,11,male,neutral
../data/Actor_11\03-02-02-01-01-01-11.wav,3,2,2,1,1,1,11,male,calm
../data/Actor_11\03-02-02-01-01-02-11.wav,3,2,2,1,1,2,11,male,calm
../data/Actor_11\03-02-02-01-02-01-11.wav,3,2,2,1,2,1,11,male,calm
../data/Actor_11\03-02-02-01-02-02-11.wav,3,2,2,1,2,2,11,male,calm
../data/Actor_11\03-02-02-02-01-01-11.wav,3,2,2,2,1,1,11,male,calm
../data/Actor_11\03-02-02-02-01-02-11.wav,3,2,2,2,1,2,11,male,calm
../data/Actor_11\03-02-02-02-02-01-11.wav,3,2,2,2,2,1,11,male,calm
../data/Actor_11\03-02-02-02-02-02-11.wav,3,2,2,2,2,2,11,male,calm
../data/Actor_11\03-02-03-01-01-01-11.wav,3,2,3,1,1,1,11,male,happy
../data/Actor_11\03-02-03-01-01-02-11.wav,3,2,3,1,1,2,11,male,happy
../data/Actor_11\03-02-03-01-02-01-11.wav,3,2,3,1,2,1,11,male,happy
../data/Actor_11\03-02-03-01-02-02-11.wav,3,2,3,1,2,2,11,male,happy
../data/Actor_11\03-02-03-02-01-01-11.wav,3,2,3,2,1,1,11,male,happy
../data/Actor_11\03-02-03-02-01-02-11.wav,3,2,3,2,1,2,11,male,happy
../data/Actor_11\03-02-03-02-02-01-11.wav,3,2,3,2,2,1,11,male,happy
../data/Actor_11\03-02-03-02-02-02-11.wav,3,2,3,2,2,2,11,male,happy
../data/Actor_11\03-02-04-01-01-01-11.wav,3,2,4,1,1,1,11,male,sad
../data/Actor_11\03-02-04-01-01-02-11.wav,3,2,4,1,1,2,11,male,sad
../data/Actor_11\03-02-04-01-02-01-11.wav,3,2,4,1,2,1,11,male,sad
../data/Actor_11\03-02-04-01-02-02-11.wav,3,2,4,1,2,2,11,male,sad
../data/Actor_11\03-02-04-02-01-01-11.wav,3,2,4,2,1,1,11,male,sad
../data/Actor_11\03-02-04-02-01-02-11.wav,3,2,4,2,1,2,11,male,sad
../data/Actor_11\03-02-04-02-02-01-11.wav,3,2,4,2,2,1,11,male,sad
../data/Actor_11\03-02-04-02-02-02-11.wav,3,2,4,2,2,2,11,male,sad
../data/Actor_11\03-02-05-01-01-01-11.wav,3,2,5,1,1,1,11,male,angry
../data/Actor_11\03-02-05-01-01-02-11.wav,3,2,5,1,1,2,11,male,angry
../data/Actor_11\03-02-05-01-02-01-11.wav,3,2,5,1,2,1,11,male,angry
../data/Actor_11\03-02-05-01-02-02-11.wav,3,2,5,1,2,2,11,male,angry
../data/Actor_11\03-02-05-02-01-01-11.wav,3,2,5,2,1,1,11,male,angry
../data/Actor_11\03-02-05-02-01-02-11.wav,3,2,5,2,1,2,11,male,angry
../data/Actor_11\03-02-05-02-02-01-11.wav,3,2,5,2,2,1,11,male,angry
../data/Actor_11\03-02-05-02-02-02-11.wav,3,2,5,2,2,2,11,male,angry
../data/Actor_11\03-02-06-01-01-01-11.wav,3,2,6,1,1,1,11,male,fearful
../data/Actor_11\03-02-06-01-01-02-11.wav,3,2,6,1,1,2,11,male,fearful
../data/Actor_11\03-02-06-01-02-01-11.wav,3,2,6,1,2,1,11,male,fearful
../data/Actor_11\03-02-06-01-02-02-11.wav,3,2,6,1,2,2,11,male,fearful
../data/Actor_11\03-02-06-02-01-01-11.wav,3,2,6,2,1,1,11,male,fearful
../data/Actor_11\03-02-06-02-01-02-11.wav,3,2,6,2,1,2,11,male,fearful
../data/Actor_11\03-02-06-02-02-01-11.wav,3,2,6,2,2,1,11,male,fearful
../data/Actor_11\03-02-06-02-02-02-11.wav,3,2,6,2,2,2,11,male,fearful
../data/Actor_12\03-01-01-01-01-01-12.wav,3,1,1,1,1,1,12,female,neutral
../data/Actor_12\03-01-01-01-01-02-12.wav,3,1,1,1,1,2,12,female,neutral
../data/Actor_12\03-01-01-01-02-01-12.wav,3,1,1,1,2,1,12,female,neutral
../data/Actor_12\03-01-01-01-02-02-12.wav,3,1,1,1,2,2,12,female,neutral
../data/Actor_12\03-01-02-01-01-01-12.wav,3,1,2,1,1,1,12,female,calm
../data/Actor_12\03-01-02-01-01-02-12.wav,3,1,2,1,1,2,12,female,calm
../data/Actor_12\03-01-02-01-02-01-12.wav,3,1,2,1,2,1,12,female,calm
../data/Actor_12\03-01-02-01-02-02-12.wav,3,1,2,1,2,2,12,female,calm
../data/Actor_12\03-01-02-02-01-01-12.wav,3,1,2,2,1,1,12,female,calm
../data/Actor_12\03-01-02-02-01-02-12.wav,3,1,2,2,1,2,12,female,calm
../data/Actor_12\03-01-02-02-02-01-12.wav,3,1,2,2,2,1,12,female,calm
../data/Actor_12\03-01-02-02-02-02-12.wav,3,1,2,2,2,2,12,female,calm
../data/Actor_12\03-01-03-01-01-01-12.wav,3,1,3,1,1,1,12,female,happy
../data/Actor_12\03-01-03-01-01-02-12.wav,3,1,3,1,1,2,12,female,happy
../data/Actor_12\03-01-03-01-02-01-12.wav,3,1,3,1,2,1,12,female,happy
../data/Actor_12\03-01-03-01-02-02-12.wav,3,1,3,1,2,2,12,female,happy
../data/Actor_12\03-01-03-02-01-01-12.wav,3,1,3,2,1,1,12,female,happy
../data/Actor_12\03-01-03-02-01-02-12.wav,3,1,3,2,1,2,12,female,happy
../data/Actor_12\03-01-03-02-02-01-12.wav,3,1,3,2,2,1,12,female,happy
../data/Actor_12\03-01-03-02-02-02-12.wav,3,1,3,2,2,2,12,female,happy
../data/Actor_12\03-01-04-01-01-01-12.wav,3,1,4,1,1,1,12,female,sad
../data/Actor_12\03-01-04-01-01-02-12.wav,3,1,4,1,1,2,12,female,sad
../data/Actor_12\03-01-04-01-02-01-12.wav,3,1,4,1,2,1,12,female,sad
../data/Actor_12\03-01-04-01-02-02-12.wav,3,1,4,1,2,2,12,female,sad
../data/Actor_12\03-01-04-02-01-01-12.wav,3,1,4,2,1,1,12,female,sad
../data/Actor_12\03-01-04-02-01-02-12.wav,3,1,4,2,1,2,12,female,sad
../data/Actor_12\03-01-04-02-02-01-12.wav,3,1,4,2,2,1,12,female,sad
../data/Actor_12\03-01-04-02-02-02-12.wav,3,1,4,2,2,2,12,female,sad
../data/Actor_12\03-01-05-01-01-01-12.wav,3,1,5,1,1,1,12,female,angry
../data/Actor_12\03-01-05-01-01-02-12.wav,3,1,5,1,1,2,12,female,angry
../data/Actor_12\03-01-05-01-02-01-12.wav,3,1,5,1,2,1,12,female,angry
../data/Actor_12\03-01-05-01-02-02-12.wav,3,1,5,1,2,2,12,female,angry
../data/Actor_12\03-01-05-02-01-01-12.wav,3,1,5,2,1,1,12,female,angry
../data/Actor_12\03-01-05-02-01-02-12.wav,3,1,5,2,1,2,12,female,angry
../data/Actor_12\03-01-05-02-02-01-12.wav,3,1,5,2,2,1,12,female,angry
../data/Actor_12\03-01-05-02-02-02-12.wav,3,1,5,2,2,2,12,female,angry
../data/Actor_12\03-01-06-01-01-01-12.wav,3,1,6,1,1,1,12,female,fearful
../data/Actor_12\03-01-06-01-01-02-12.wav,3,1,6,1,1,2,12,female,fearful
../data/Actor_12\03-01-06-01-02-01-12.wav,3,1,6,1,2,1,12,female,fearful
../data/Actor_12\03-01-06-01-02-02-12.wav,3,1,6,1,2,2,12,female,fearful
../data/Actor_12\03-01-06-02-01-01-12.wav,3,1,6,2,1,1,12,female,fearful
../data/Actor_12\03-01-06-02-01-02-12.wav,3,1,6,2,1,2,12,female,fearful
../data/Actor_12\03-01-06-02-02-01-12.wav,3,1,6,2,2,1,12,female,fearful
../data/Actor_12\03-01-06-02-02-02-12.wav,3,1,6,2,2,2,12,female,fearful
../data/Actor_12\03-01-07-01-01-01-12.wav,3,1,7,1,1,1,12,female,disgust
../data/Actor_12\03-01-07-01-01-02-12.wav,3,1,7,1,1,2,12,female,disgust
../data/Actor_12\03-01-07-01-02-01-12.wav,3,1,7,1,2,1,12,female,disgust
../data/Actor_12\03-01-07-01-02-02-12.wav,3,1,7,1,2,2,12,female,disgust
../data/Actor_12\03-01-07-02-01-01-12.wav,3,1,7,2,1,1,12,female,disgust
../data/Actor_12\03-01-07-02-01-02-12.wav,3,1,7,2,1,2,12,female,disgust
../data/Actor_12\03-01-07-02-02-01-12.wav,3,1,7,2,2,1,12,female,disgust
../data/Actor_12\03-01-07-02-02-02-12.wav,3,1,7,2,2,2,12,female,disgust
../data/Actor_12\03-01-08-01-01-01-12.wav,3,1,8,1,1,1,12,female,surprised
../data/Actor_12\03-01-08-01-01-02-12.wav,3,1,8,1,1,2,12,female,surprised
../data/Actor_12\03-01-08-01-02-01-12.wav,3,1,8,1,2,1,12,female,surprised
../data/Actor_12\03-01-08-01-02-02-12.wav,3,1,8,1,2,2,12,female,surprised
../data/Actor_12\03-01-08-02-01-01-12.wav,3,1,8,2,1,1,12,female,surprised
../data/Actor_12\03-01-08-02-01-02-12.wav,3,1,8,2,1,2,12,female,surprised
../data/Actor_12\03-01-08-02-02-01-12.wav,3,1,8,2,2,1,12,female,surprised
../data/Actor_12\03-01-08-02-02-02-12.wav,3,1,8,2,2,2,12,female,surprised
../data/Actor_12\03-02-01-01-01-01-12.wav,3,2,1,1,1,1,12,female,neutral
../data/Actor_12\03-02-01-01-01-02-12.wav,3,2,1,1,1,2,12,female,neutral
../data/Actor_12\03-02-01-01-02-01-12.wav,3,2,1,1,2,1,12,female,neutral
../data/Actor_12\03-02-01-01-02-02-12.wav,3,2,1,1,2,2,12,female,neutral
../data/Actor_12\03-02-02-01-01-01-12.wav,3,2,2,1,1,1,12,female,calm
../data/Actor_12\03-02-02-01-01-02-12.wav,3,2,2,1,1,2,12,female,calm
../data/Actor_12\03-02-02-01-02-01-12.wav,3,2,2,1,2,1,12,female,calm
../data/Actor_12\03-02-02-01-02-02-12.wav,3,2,2,1,2,2,12,female,calm
../data/Actor_12\03-02-02-02-01-01-12.wav,3,2,2,2,1,1,12,female,calm
../data/Actor_12\03-02-02-02-01-02-12.wav,3,2,2,2,1,2,12,female,calm
../data/Actor_12\03-02-02-02-02-01-12.wav,3,2,2,2,2,1,12,female,calm
../data/Actor_12\03-02-02-02-02-02-12.wav,3,2,2,2,2,2,12,female,calm
../data/Actor_12\03-02-03-01-01-01-12.wav,3,2,3,1,1,1,12,female,happy
../data/Actor_12\03-02-03-01-01-02-12.wav,3,2,3,1,1,2,12,female,happy
../data/Actor_12\03-02-03-01-02-01-12.wav,3,2,3,1,2,1,12,female,happy
../data/Actor_12\03-02-03-01-02-02-12.wav,3,2,3,1,2,2,12,female,happy
../data/Actor_12\03-02-03-02-01-01-12.wav,3,2,3,2,1,1,12,female,happy
../data/Actor_12\03-02-03-02-01-02-12.wav,3,2,3,2,1,2,12,female,happy
../data/Actor_12\03-02-03-02-02-01-12.wav,3,2,3,2,2,1,12,female,happy
../data/Actor_12\03-02-03-02-02-02-12.wav,3,2,3,2,2,2,12,female,happy
../data/Actor_12\03-02-04-01-01-01-12.wav,3,2,4,1,1,1,12,female,sad
../data/Actor_12\03-02-04-01-01-02-12.wav,3,2,4,1,1,2,12,female,sad
../data/Actor_12\03-02-04-01-02-01-12.wav,3,2,4,1,2,1,12,female,sad
../data/Actor_12\03-02-04-01-02-02-12.wav,3,2,4,1,2,2,12,female,sad
